instant,date,season,hr,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered,cnt,month,year,index
15210,2012-09-30,4,22,0,0,0,1,0.48,0.4697,0.72,0.0,15,76,91,9,2012,15209
15211,2012-09-30,4,23,0,0,0,1,0.48,0.4697,0.72,0.0896,8,49,57,9,2012,15210
15212,2012-10-01,4,0,0,1,1,1,0.46,0.4545,0.72,0.1045,6,39,45,10,2012,15211
15213,2012-10-01,4,1,0,1,1,1,0.44,0.4394,0.77,0.0896,5,13,18,10,2012,15212
15214,2012-10-01,4,2,0,1,1,1,0.46,0.4545,0.72,0.0,6,6,12,10,2012,15213
15215,2012-10-01,4,3,0,1,1,1,0.44,0.4394,0.77,0.0,1,6,7,10,2012,15214
15216,2012-10-01,4,4,0,1,1,1,0.42,0.4242,0.82,0.1045,0,10,10,10,2012,15215
15217,2012-10-01,4,5,0,1,1,1,0.44,0.4394,0.77,0.0,2,34,36,10,2012,15216
15218,2012-10-01,4,6,0,1,1,1,0.44,0.4394,0.77,0.1045,8,147,155,10,2012,15217
15219,2012-10-01,4,7,0,1,1,1,0.44,0.4394,0.77,0.1642,13,470,483,10,2012,15218
15220,2012-10-01,4,8,0,1,1,2,0.46,0.4545,0.77,0.1045,40,744,784,10,2012,15219
15221,2012-10-01,4,9,0,1,1,2,0.52,0.5,0.63,0.0,26,314,340,10,2012,15220
15222,2012-10-01,4,10,0,1,1,1,0.54,0.5152,0.56,0.0,44,135,179,10,2012,15221
15223,2012-10-01,4,11,0,1,1,1,0.58,0.5455,0.46,0.0,76,196,272,10,2012,15222
15224,2012-10-01,4,12,0,1,1,2,0.6,0.6212,0.43,0.1642,61,262,323,10,2012,15223
15225,2012-10-01,4,13,0,1,1,2,0.6,0.6212,0.43,0.1642,80,225,305,10,2012,15224
15226,2012-10-01,4,14,0,1,1,2,0.6,0.6212,0.43,0.1045,51,193,244,10,2012,15225
15227,2012-10-01,4,15,0,1,1,2,0.62,0.6212,0.43,0.1343,95,234,329,10,2012,15226
15228,2012-10-01,4,16,0,1,1,2,0.62,0.6212,0.46,0.2537,51,408,459,10,2012,15227
15229,2012-10-01,4,17,0,1,1,3,0.56,0.5303,0.6,0.2537,65,791,856,10,2012,15228
15230,2012-10-01,4,18,0,1,1,3,0.56,0.5303,0.64,0.1045,42,571,613,10,2012,15229
15231,2012-10-01,4,19,0,1,1,2,0.54,0.5152,0.68,0.1045,33,483,516,10,2012,15230
15232,2012-10-01,4,20,0,1,1,3,0.54,0.5152,0.68,0.0,11,251,262,10,2012,15231
15233,2012-10-01,4,21,0,1,1,2,0.54,0.5152,0.73,0.1343,13,205,218,10,2012,15232
15234,2012-10-01,4,22,0,1,1,3,0.54,0.5152,0.77,0.0896,17,190,207,10,2012,15233
15235,2012-10-01,4,23,0,1,1,3,0.54,0.5152,0.77,0.0,17,88,105,10,2012,15234
15236,2012-10-02,4,0,0,2,1,2,0.56,0.5303,0.73,0.0,1,30,31,10,2012,15235
15237,2012-10-02,4,1,0,2,1,2,0.54,0.5152,0.77,0.1045,0,11,11,10,2012,15236
15238,2012-10-02,4,2,0,2,1,2,0.54,0.5152,0.77,0.1045,0,2,2,10,2012,15237
15239,2012-10-02,4,3,0,2,1,2,0.54,0.5152,0.88,0.19399999999999998,1,4,5,10,2012,15238
15240,2012-10-02,4,4,0,2,1,2,0.56,0.5303,0.83,0.0896,2,8,10,10,2012,15239
15241,2012-10-02,4,5,0,2,1,2,0.56,0.5303,0.83,0.1343,1,42,43,10,2012,15240
15242,2012-10-02,4,6,0,2,1,3,0.58,0.5455,0.83,0.1045,3,176,179,10,2012,15241
15243,2012-10-02,4,7,0,2,1,3,0.58,0.5455,0.83,0.1045,4,256,260,10,2012,15242
15244,2012-10-02,4,8,0,2,1,3,0.6,0.5455,0.88,0.0,6,128,134,10,2012,15243
15245,2012-10-02,4,9,0,2,1,3,0.58,0.5455,0.88,0.1343,3,83,86,10,2012,15244
15246,2012-10-02,4,10,0,2,1,3,0.58,0.5455,0.88,0.1343,3,42,45,10,2012,15245
15247,2012-10-02,4,11,0,2,1,3,0.58,0.5455,0.94,0.1343,7,92,99,10,2012,15246
15248,2012-10-02,4,12,0,2,1,2,0.6,0.5455,0.88,0.19399999999999998,6,98,104,10,2012,15247
15249,2012-10-02,4,13,0,2,1,2,0.6,0.5455,0.88,0.1343,6,148,154,10,2012,15248
15250,2012-10-02,4,14,0,2,1,3,0.6,0.5455,0.88,0.1343,16,147,163,10,2012,15249
15251,2012-10-02,4,15,0,2,1,3,0.62,0.5758,0.83,0.1343,14,195,209,10,2012,15250
15252,2012-10-02,4,16,0,2,1,3,0.62,0.5606,0.88,0.1343,46,328,374,10,2012,15251
15253,2012-10-02,4,17,0,2,1,3,0.62,0.5606,0.88,0.1045,38,677,715,10,2012,15252
15254,2012-10-02,4,18,0,2,1,3,0.62,0.5455,0.94,0.0896,48,639,687,10,2012,15253
15255,2012-10-02,4,19,0,2,1,3,0.62,0.5455,0.94,0.0,27,368,395,10,2012,15254
15256,2012-10-02,4,20,0,2,1,3,0.62,0.5455,0.94,0.1343,20,286,306,10,2012,15255
15257,2012-10-02,4,21,0,2,1,3,0.62,0.5455,0.94,0.1045,24,265,289,10,2012,15256
15258,2012-10-02,4,22,0,2,1,2,0.62,0.5455,0.94,0.1045,28,212,240,10,2012,15257
15259,2012-10-02,4,23,0,2,1,2,0.62,0.5455,0.94,0.0,11,87,98,10,2012,15258
15260,2012-10-03,4,0,0,3,1,3,0.62,0.5455,0.94,0.0,5,47,52,10,2012,15259
15261,2012-10-03,4,1,0,3,1,2,0.62,0.5455,0.94,0.0,3,16,19,10,2012,15260
15262,2012-10-03,4,2,0,3,1,2,0.62,0.5455,0.94,0.0,2,7,9,10,2012,15261
15263,2012-10-03,4,3,0,3,1,2,0.6,0.5152,0.94,0.0,0,7,7,10,2012,15262
15264,2012-10-03,4,4,0,3,1,2,0.6,0.5,1.0,0.0,2,9,11,10,2012,15263
15265,2012-10-03,4,5,0,3,1,2,0.62,0.5455,0.94,0.1045,2,32,34,10,2012,15264
15266,2012-10-03,4,6,0,3,1,2,0.6,0.5152,0.94,0.1343,4,173,177,10,2012,15265
15267,2012-10-03,4,7,0,3,1,2,0.6,0.5152,0.94,0.19399999999999998,11,504,515,10,2012,15266
15268,2012-10-03,4,8,0,3,1,2,0.62,0.5606,0.88,0.1045,28,781,809,10,2012,15267
15269,2012-10-03,4,9,0,3,1,2,0.62,0.5758,0.83,0.19399999999999998,30,332,362,10,2012,15268
15270,2012-10-03,4,10,0,3,1,1,0.66,0.6061,0.78,0.1642,29,146,175,10,2012,15269
15271,2012-10-03,4,11,0,3,1,1,0.66,0.6061,0.78,0.1642,52,178,230,10,2012,15270
15272,2012-10-03,4,12,0,3,1,2,0.7,0.6515,0.7,0.1045,69,289,358,10,2012,15271
15273,2012-10-03,4,13,0,3,1,2,0.7,0.6667,0.74,0.1045,55,224,279,10,2012,15272
15274,2012-10-03,4,14,0,3,1,2,0.72,0.6818,0.7,0.1642,56,195,251,10,2012,15273
15275,2012-10-03,4,15,0,3,1,2,0.72,0.6818,0.62,0.1642,59,260,319,10,2012,15274
15276,2012-10-03,4,16,0,3,1,2,0.72,0.6667,0.58,0.0,42,436,478,10,2012,15275
15277,2012-10-03,4,17,0,3,1,1,0.7,0.6515,0.65,0.0,84,833,917,10,2012,15276
15278,2012-10-03,4,18,0,3,1,1,0.7,0.6515,0.65,0.0,54,756,810,10,2012,15277
15279,2012-10-03,4,19,0,3,1,1,0.7,0.6515,0.65,0.0,49,544,593,10,2012,15278
15280,2012-10-03,4,20,0,3,1,1,0.7,0.6515,0.65,0.0,48,449,497,10,2012,15279
15281,2012-10-03,4,21,0,3,1,2,0.66,0.6212,0.74,0.0,14,195,209,10,2012,15280
15282,2012-10-03,4,22,0,3,1,1,0.66,0.6212,0.74,0.0,9,232,241,10,2012,15281
15283,2012-10-03,4,23,0,3,1,2,0.66,0.6061,0.78,0.0,21,199,220,10,2012,15282
15284,2012-10-04,4,0,0,4,1,3,0.64,0.5758,0.89,0.0,11,65,76,10,2012,15283
15285,2012-10-04,4,1,0,4,1,2,0.62,0.5455,0.94,0.0,2,23,25,10,2012,15284
15286,2012-10-04,4,2,0,4,1,1,0.64,0.5758,0.89,0.0,3,10,13,10,2012,15285
15287,2012-10-04,4,3,0,4,1,2,0.62,0.5606,0.88,0.0,5,6,11,10,2012,15286
15288,2012-10-04,4,4,0,4,1,2,0.64,0.5758,0.89,0.0,0,10,10,10,2012,15287
15289,2012-10-04,4,5,0,4,1,3,0.64,0.5758,0.89,0.1045,2,37,39,10,2012,15288
15290,2012-10-04,4,6,0,4,1,3,0.62,0.5455,0.94,0.0896,1,132,133,10,2012,15289
15291,2012-10-04,4,7,0,4,1,2,0.64,0.5758,0.89,0.0896,12,379,391,10,2012,15290
15292,2012-10-04,4,8,0,4,1,1,0.64,0.5758,0.89,0.0,27,711,738,10,2012,15291
15293,2012-10-04,4,9,0,4,1,2,0.64,0.5758,0.89,0.19399999999999998,40,319,359,10,2012,15292
15294,2012-10-04,4,10,0,4,1,2,0.66,0.6061,0.83,0.1343,27,150,177,10,2012,15293
15295,2012-10-04,4,11,0,4,1,2,0.7,0.6515,0.7,0.1045,38,176,214,10,2012,15294
15296,2012-10-04,4,12,0,4,1,2,0.72,0.6667,0.54,0.19399999999999998,57,231,288,10,2012,15295
15297,2012-10-04,4,13,0,4,1,2,0.72,0.6667,0.58,0.3284,63,231,294,10,2012,15296
15298,2012-10-04,4,14,0,4,1,1,0.7,0.6515,0.61,0.2537,56,211,267,10,2012,15297
15299,2012-10-04,4,15,0,4,1,1,0.72,0.6667,0.54,0.2836,77,248,325,10,2012,15298
15300,2012-10-04,4,16,0,4,1,1,0.7,0.6515,0.54,0.2836,86,411,497,10,2012,15299
15301,2012-10-04,4,17,0,4,1,1,0.7,0.6515,0.51,0.2239,112,789,901,10,2012,15300
15302,2012-10-04,4,18,0,4,1,1,0.66,0.6212,0.57,0.1045,75,812,887,10,2012,15301
15303,2012-10-04,4,19,0,4,1,1,0.66,0.6212,0.57,0.1045,67,467,534,10,2012,15302
15304,2012-10-04,4,20,0,4,1,1,0.64,0.6061,0.65,0.1045,50,391,441,10,2012,15303
15305,2012-10-04,4,21,0,4,1,1,0.62,0.6061,0.69,0.0,33,288,321,10,2012,15304
15306,2012-10-04,4,22,0,4,1,1,0.64,0.6212,0.47,0.1343,29,203,232,10,2012,15305
15307,2012-10-04,4,23,0,4,1,1,0.6,0.6212,0.56,0.0896,18,137,155,10,2012,15306
15308,2012-10-05,4,0,0,5,1,1,0.56,0.5303,0.73,0.0,16,86,102,10,2012,15307
15309,2012-10-05,4,1,0,5,1,1,0.54,0.5152,0.68,0.1045,3,43,46,10,2012,15308
15310,2012-10-05,4,2,0,5,1,1,0.54,0.5152,0.73,0.0896,1,10,11,10,2012,15309
15311,2012-10-05,4,3,0,5,1,1,0.54,0.5152,0.73,0.0,5,11,16,10,2012,15310
15312,2012-10-05,4,4,0,5,1,1,0.54,0.5152,0.77,0.0,0,11,11,10,2012,15311
15313,2012-10-05,4,5,0,5,1,1,0.52,0.5,0.77,0.0,0,41,41,10,2012,15312
15314,2012-10-05,4,6,0,5,1,1,0.52,0.5,0.83,0.0,4,133,137,10,2012,15313
15315,2012-10-05,4,7,0,5,1,1,0.52,0.5,0.83,0.1045,11,417,428,10,2012,15314
15316,2012-10-05,4,8,0,5,1,1,0.58,0.5455,0.64,0.0,36,749,785,10,2012,15315
15317,2012-10-05,4,9,0,5,1,1,0.6,0.6061,0.6,0.0896,58,326,384,10,2012,15316
15318,2012-10-05,4,10,0,5,1,1,0.66,0.6212,0.54,0.0,68,192,260,10,2012,15317
15319,2012-10-05,4,11,0,5,1,1,0.7,0.6515,0.48,0.19399999999999998,90,214,304,10,2012,15318
15320,2012-10-05,4,12,0,5,1,1,0.72,0.6515,0.42,0.1642,161,307,468,10,2012,15319
15321,2012-10-05,4,13,0,5,1,1,0.7,0.6515,0.48,0.0,117,307,424,10,2012,15320
15322,2012-10-05,4,14,0,5,1,1,0.74,0.6515,0.37,0.2239,113,287,400,10,2012,15321
15323,2012-10-05,4,15,0,5,1,1,0.72,0.6515,0.39,0.2537,150,320,470,10,2012,15322
15324,2012-10-05,4,16,0,5,1,1,0.72,0.6515,0.37,0.0,153,481,634,10,2012,15323
15325,2012-10-05,4,17,0,5,1,1,0.7,0.6364,0.42,0.1642,158,742,900,10,2012,15324
15326,2012-10-05,4,18,0,5,1,1,0.64,0.6212,0.57,0.1343,106,655,761,10,2012,15325
15327,2012-10-05,4,19,0,5,1,1,0.62,0.5909,0.73,0.1642,67,433,500,10,2012,15326
15328,2012-10-05,4,20,0,5,1,1,0.6,0.5758,0.78,0.1343,66,306,372,10,2012,15327
15329,2012-10-05,4,21,0,5,1,1,0.6,0.5909,0.69,0.2239,47,220,267,10,2012,15328
15330,2012-10-05,4,22,0,5,1,1,0.6,0.5909,0.73,0.2836,63,201,264,10,2012,15329
15331,2012-10-05,4,23,0,5,1,1,0.58,0.5455,0.78,0.2239,23,148,171,10,2012,15330
15332,2012-10-06,4,0,0,6,0,1,0.56,0.5303,0.83,0.1642,37,154,191,10,2012,15331
15333,2012-10-06,4,1,0,6,0,1,0.56,0.5303,0.83,0.2537,25,116,141,10,2012,15332
15334,2012-10-06,4,2,0,6,0,1,0.56,0.5303,0.78,0.19399999999999998,13,62,75,10,2012,15333
15335,2012-10-06,4,3,0,6,0,1,0.54,0.5152,0.77,0.2239,2,54,56,10,2012,15334
15336,2012-10-06,4,4,0,6,0,1,0.54,0.5152,0.83,0.2537,4,7,11,10,2012,15335
15337,2012-10-06,4,5,0,6,0,1,0.54,0.5152,0.83,0.19399999999999998,2,8,10,10,2012,15336
15338,2012-10-06,4,6,0,6,0,1,0.54,0.5152,0.88,0.2537,2,28,30,10,2012,15337
15339,2012-10-06,4,7,0,6,0,1,0.54,0.5152,0.83,0.2985,13,71,84,10,2012,15338
15340,2012-10-06,4,8,0,6,0,1,0.56,0.5303,0.83,0.19399999999999998,22,184,206,10,2012,15339
15341,2012-10-06,4,9,0,6,0,1,0.6,0.5909,0.73,0.19399999999999998,130,265,395,10,2012,15340
15342,2012-10-06,4,10,0,6,0,1,0.62,0.6061,0.69,0.2836,198,341,539,10,2012,15341
15343,2012-10-06,4,11,0,6,0,1,0.64,0.6061,0.65,0.2537,258,389,647,10,2012,15342
15344,2012-10-06,4,12,0,6,0,1,0.7,0.6515,0.54,0.1045,362,381,743,10,2012,15343
15345,2012-10-06,4,13,0,6,0,2,0.64,0.6212,0.57,0.5224,310,400,710,10,2012,15344
15346,2012-10-06,4,14,0,6,0,2,0.6,0.6212,0.56,0.4179,269,307,576,10,2012,15345
15347,2012-10-06,4,15,0,6,0,1,0.6,0.6212,0.46,0.4179,279,341,620,10,2012,15346
15348,2012-10-06,4,16,0,6,0,1,0.6,0.6212,0.43,0.5224,317,342,659,10,2012,15347
15349,2012-10-06,4,17,0,6,0,1,0.54,0.5152,0.49,0.3881,268,342,610,10,2012,15348
15350,2012-10-06,4,18,0,6,0,1,0.52,0.5,0.48,0.4179,183,312,495,10,2012,15349
15351,2012-10-06,4,19,0,6,0,1,0.48,0.4697,0.55,0.2239,102,239,341,10,2012,15350
15352,2012-10-06,4,20,0,6,0,1,0.48,0.4697,0.55,0.2537,75,172,247,10,2012,15351
15353,2012-10-06,4,21,0,6,0,1,0.46,0.4545,0.59,0.1343,78,137,215,10,2012,15352
15354,2012-10-06,4,22,0,6,0,1,0.44,0.4394,0.62,0.1343,45,140,185,10,2012,15353
15355,2012-10-06,4,23,0,6,0,1,0.44,0.4394,0.62,0.1343,37,142,179,10,2012,15354
15356,2012-10-07,4,0,0,0,0,1,0.44,0.4394,0.62,0.1642,28,99,127,10,2012,15355
15357,2012-10-07,4,1,0,0,0,1,0.44,0.4394,0.54,0.2239,29,80,109,10,2012,15356
15358,2012-10-07,4,2,0,0,0,1,0.42,0.4242,0.62,0.1343,10,64,74,10,2012,15357
15359,2012-10-07,4,3,0,0,0,2,0.44,0.4394,0.62,0.1343,5,17,22,10,2012,15358
15360,2012-10-07,4,4,0,0,0,2,0.44,0.4394,0.54,0.2537,5,6,11,10,2012,15359
15361,2012-10-07,4,5,0,0,0,2,0.44,0.4394,0.54,0.1343,2,8,10,10,2012,15360
15362,2012-10-07,4,6,0,0,0,2,0.44,0.4394,0.54,0.19399999999999998,4,19,23,10,2012,15361
15363,2012-10-07,4,7,0,0,0,3,0.42,0.4242,0.58,0.1642,6,29,35,10,2012,15362
15364,2012-10-07,4,8,0,0,0,3,0.42,0.4242,0.67,0.1343,11,51,62,10,2012,15363
15365,2012-10-07,4,9,0,0,0,3,0.4,0.4091,0.71,0.1343,16,70,86,10,2012,15364
15366,2012-10-07,4,10,0,0,0,2,0.42,0.4242,0.67,0.19399999999999998,41,144,185,10,2012,15365
15367,2012-10-07,4,11,0,0,0,2,0.42,0.4242,0.71,0.1045,76,260,336,10,2012,15366
15368,2012-10-07,4,12,0,0,0,2,0.42,0.4242,0.71,0.0,100,292,392,10,2012,15367
15369,2012-10-07,4,13,0,0,0,2,0.44,0.4394,0.72,0.0896,80,240,320,10,2012,15368
15370,2012-10-07,4,14,0,0,0,2,0.44,0.4394,0.67,0.0,71,243,314,10,2012,15369
15371,2012-10-07,4,15,0,0,0,3,0.42,0.4242,0.77,0.1343,74,232,306,10,2012,15370
15372,2012-10-07,4,16,0,0,0,3,0.4,0.4091,0.82,0.1642,87,246,333,10,2012,15371
15373,2012-10-07,4,17,0,0,0,3,0.4,0.4091,0.82,0.2239,35,122,157,10,2012,15372
15374,2012-10-07,4,18,0,0,0,3,0.4,0.4091,0.82,0.19399999999999998,24,82,106,10,2012,15373
15375,2012-10-07,4,19,0,0,0,2,0.4,0.4091,0.82,0.1045,17,97,114,10,2012,15374
15376,2012-10-07,4,20,0,0,0,1,0.4,0.4091,0.82,0.1343,19,97,116,10,2012,15375
15377,2012-10-07,4,21,0,0,0,1,0.38,0.3939,0.87,0.1045,22,91,113,10,2012,15376
15378,2012-10-07,4,22,0,0,0,1,0.38,0.3939,0.87,0.1343,7,72,79,10,2012,15377
15379,2012-10-07,4,23,0,0,0,1,0.36,0.3485,0.93,0.1343,12,68,80,10,2012,15378
15380,2012-10-08,4,0,1,1,0,1,0.38,0.3939,0.76,0.2836,7,44,51,10,2012,15379
15381,2012-10-08,4,1,1,1,0,1,0.34,0.3333,0.87,0.1642,2,35,37,10,2012,15380
15382,2012-10-08,4,2,1,1,0,1,0.34,0.3333,0.81,0.19399999999999998,3,12,15,10,2012,15381
15383,2012-10-08,4,3,1,1,0,1,0.34,0.3485,0.81,0.1045,2,8,10,10,2012,15382
15384,2012-10-08,4,4,1,1,0,1,0.32,0.3333,0.87,0.1343,1,6,7,10,2012,15383
15385,2012-10-08,4,5,1,1,0,1,0.34,0.3182,0.76,0.2239,2,17,19,10,2012,15384
15386,2012-10-08,4,6,1,1,0,1,0.34,0.3485,0.76,0.1045,5,54,59,10,2012,15385
15387,2012-10-08,4,7,1,1,0,2,0.34,0.3333,0.76,0.1642,3,151,154,10,2012,15386
15388,2012-10-08,4,8,1,1,0,2,0.36,0.3485,0.71,0.2239,23,374,397,10,2012,15387
15389,2012-10-08,4,9,1,1,0,2,0.38,0.3939,0.66,0.1642,59,273,332,10,2012,15388
15390,2012-10-08,4,10,1,1,0,2,0.38,0.3939,0.68,0.1343,69,229,298,10,2012,15389
15391,2012-10-08,4,11,1,1,0,2,0.4,0.4091,0.62,0.0896,72,236,308,10,2012,15390
15392,2012-10-08,4,12,1,1,0,2,0.42,0.4242,0.63,0.1642,74,267,341,10,2012,15391
15393,2012-10-08,4,13,1,1,0,2,0.42,0.4242,0.62,0.19399999999999998,82,323,405,10,2012,15392
15394,2012-10-08,4,14,1,1,0,2,0.42,0.4242,0.58,0.1045,121,299,420,10,2012,15393
15395,2012-10-08,4,15,1,1,0,3,0.42,0.4242,0.58,0.19399999999999998,76,294,370,10,2012,15394
15396,2012-10-08,4,16,1,1,0,3,0.42,0.4242,0.58,0.19399999999999998,61,316,377,10,2012,15395
15397,2012-10-08,4,17,1,1,0,2,0.42,0.4242,0.66,0.2537,81,416,497,10,2012,15396
15398,2012-10-08,4,18,1,1,0,2,0.42,0.4242,0.66,0.2836,41,415,456,10,2012,15397
15399,2012-10-08,4,19,1,1,0,2,0.4,0.4091,0.71,0.2537,38,333,371,10,2012,15398
15400,2012-10-08,4,20,1,1,0,3,0.4,0.4091,0.71,0.2239,20,207,227,10,2012,15399
15401,2012-10-08,4,21,1,1,0,2,0.4,0.4091,0.76,0.2239,17,134,151,10,2012,15400
15402,2012-10-08,4,22,1,1,0,3,0.4,0.4091,0.76,0.2537,6,101,107,10,2012,15401
15403,2012-10-08,4,23,1,1,0,2,0.4,0.4091,0.71,0.2239,9,60,69,10,2012,15402
15404,2012-10-09,4,0,0,2,1,2,0.38,0.3939,0.82,0.2239,9,22,31,10,2012,15403
15405,2012-10-09,4,1,0,2,1,3,0.36,0.3485,0.87,0.2239,0,13,13,10,2012,15404
15406,2012-10-09,4,2,0,2,1,3,0.36,0.3333,0.87,0.2537,2,5,7,10,2012,15405
15407,2012-10-09,4,3,0,2,1,3,0.36,0.3333,0.87,0.2836,0,3,3,10,2012,15406
15408,2012-10-09,4,4,0,2,1,3,0.36,0.3485,0.87,0.1642,1,6,7,10,2012,15407
15409,2012-10-09,4,5,0,2,1,2,0.38,0.3939,0.82,0.19399999999999998,0,19,19,10,2012,15408
15410,2012-10-09,4,6,0,2,1,2,0.38,0.3939,0.82,0.2537,2,141,143,10,2012,15409
15411,2012-10-09,4,7,0,2,1,1,0.38,0.3939,0.83,0.2537,5,357,362,10,2012,15410
15412,2012-10-09,4,8,0,2,1,2,0.42,0.4242,0.8,0.19399999999999998,15,698,713,10,2012,15411
15413,2012-10-09,4,9,0,2,1,2,0.42,0.4242,0.77,0.2239,37,345,382,10,2012,15412
15414,2012-10-09,4,10,0,2,1,2,0.44,0.4394,0.75,0.2239,33,131,164,10,2012,15413
15415,2012-10-09,4,11,0,2,1,2,0.48,0.4697,0.69,0.19399999999999998,37,156,193,10,2012,15414
15416,2012-10-09,4,12,0,2,1,2,0.48,0.4697,0.69,0.19399999999999998,43,217,260,10,2012,15415
15417,2012-10-09,4,13,0,2,1,2,0.5,0.4848,0.67,0.1343,54,184,238,10,2012,15416
15418,2012-10-09,4,14,0,2,1,2,0.54,0.5152,0.64,0.19399999999999998,43,201,244,10,2012,15417
15419,2012-10-09,4,15,0,2,1,2,0.52,0.5,0.63,0.1642,59,195,254,10,2012,15418
15420,2012-10-09,4,16,0,2,1,2,0.5,0.4848,0.72,0.1642,70,354,424,10,2012,15419
15421,2012-10-09,4,17,0,2,1,2,0.52,0.5,0.68,0.1642,73,733,806,10,2012,15420
15422,2012-10-09,4,18,0,2,1,2,0.5,0.4848,0.72,0.2239,26,758,784,10,2012,15421
15423,2012-10-09,4,19,0,2,1,2,0.5,0.4848,0.72,0.1642,31,483,514,10,2012,15422
15424,2012-10-09,4,20,0,2,1,2,0.5,0.4848,0.72,0.1642,30,330,360,10,2012,15423
15425,2012-10-09,4,21,0,2,1,2,0.48,0.4697,0.77,0.1343,16,209,225,10,2012,15424
15426,2012-10-09,4,22,0,2,1,2,0.48,0.4697,0.77,0.0896,7,155,162,10,2012,15425
15427,2012-10-09,4,23,0,2,1,2,0.48,0.4697,0.77,0.0896,8,76,84,10,2012,15426
15428,2012-10-10,4,0,0,3,1,2,0.46,0.4545,0.88,0.0896,0,33,33,10,2012,15427
15429,2012-10-10,4,1,0,3,1,2,0.46,0.4545,0.88,0.0,2,6,8,10,2012,15428
15430,2012-10-10,4,2,0,3,1,2,0.46,0.4545,0.88,0.0,2,6,8,10,2012,15429
15431,2012-10-10,4,3,0,3,1,2,0.46,0.4545,0.88,0.0,0,6,6,10,2012,15430
15432,2012-10-10,4,4,0,3,1,2,0.46,0.4545,0.88,0.1045,0,6,6,10,2012,15431
15433,2012-10-10,4,5,0,3,1,2,0.46,0.4545,0.88,0.0896,2,38,40,10,2012,15432
15434,2012-10-10,4,6,0,3,1,2,0.46,0.4545,0.88,0.0896,3,172,175,10,2012,15433
15435,2012-10-10,4,7,0,3,1,1,0.46,0.4545,0.82,0.1045,9,498,507,10,2012,15434
15436,2012-10-10,4,8,0,3,1,1,0.5,0.4848,0.77,0.1642,33,806,839,10,2012,15435
15437,2012-10-10,4,9,0,3,1,1,0.54,0.5152,0.6,0.2836,35,331,366,10,2012,15436
15438,2012-10-10,4,10,0,3,1,1,0.56,0.5303,0.52,0.2985,27,190,217,10,2012,15437
15439,2012-10-10,4,11,0,3,1,1,0.54,0.5152,0.52,0.19399999999999998,53,238,291,10,2012,15438
15440,2012-10-10,4,12,0,3,1,1,0.54,0.5152,0.56,0.2239,78,312,390,10,2012,15439
15441,2012-10-10,4,13,0,3,1,1,0.56,0.5303,0.49,0.0,60,237,297,10,2012,15440
15442,2012-10-10,4,14,0,3,1,1,0.6,0.6212,0.4,0.1642,63,208,271,10,2012,15441
15443,2012-10-10,4,15,0,3,1,1,0.6,0.6212,0.4,0.1642,58,261,319,10,2012,15442
15444,2012-10-10,4,16,0,3,1,1,0.6,0.6212,0.4,0.2239,92,474,566,10,2012,15443
15445,2012-10-10,4,17,0,3,1,1,0.58,0.5455,0.43,0.2239,91,857,948,10,2012,15444
15446,2012-10-10,4,18,0,3,1,2,0.56,0.5303,0.49,0.1642,57,787,844,10,2012,15445
15447,2012-10-10,4,19,0,3,1,2,0.56,0.5303,0.46,0.5821,32,534,566,10,2012,15446
15448,2012-10-10,4,20,0,3,1,1,0.52,0.5,0.48,0.4925,21,371,392,10,2012,15447
15449,2012-10-10,4,21,0,3,1,1,0.5,0.4848,0.51,0.3582,18,251,269,10,2012,15448
15450,2012-10-10,4,22,0,3,1,1,0.46,0.4545,0.55,0.2985,27,170,197,10,2012,15449
15451,2012-10-10,4,23,0,3,1,1,0.44,0.4394,0.58,0.19399999999999998,17,119,136,10,2012,15450
15452,2012-10-11,4,0,0,4,1,1,0.44,0.4394,0.51,0.1343,1,41,42,10,2012,15451
15453,2012-10-11,4,1,0,4,1,1,0.44,0.4394,0.47,0.19399999999999998,1,10,11,10,2012,15452
15454,2012-10-11,4,2,0,4,1,1,0.42,0.4242,0.5,0.1343,4,7,11,10,2012,15453
15455,2012-10-11,4,3,0,4,1,1,0.42,0.4242,0.47,0.2985,0,3,3,10,2012,15454
15456,2012-10-11,4,4,0,4,1,1,0.4,0.4091,0.5,0.2537,0,10,10,10,2012,15455
15457,2012-10-11,4,5,0,4,1,1,0.36,0.3485,0.5,0.1642,0,42,42,10,2012,15456
15458,2012-10-11,4,6,0,4,1,1,0.36,0.3485,0.5,0.1642,1,158,159,10,2012,15457
15459,2012-10-11,4,7,0,4,1,1,0.36,0.3333,0.5,0.2537,11,467,478,10,2012,15458
15460,2012-10-11,4,8,0,4,1,1,0.38,0.3939,0.46,0.3881,25,773,798,10,2012,15459
15461,2012-10-11,4,9,0,4,1,1,0.4,0.4091,0.43,0.3881,27,328,355,10,2012,15460
15462,2012-10-11,4,10,0,4,1,1,0.44,0.4394,0.41,0.3582,39,165,204,10,2012,15461
15463,2012-10-11,4,11,0,4,1,1,0.46,0.4545,0.36,0.0,76,175,251,10,2012,15462
15464,2012-10-11,4,12,0,4,1,1,0.46,0.4545,0.36,0.0,47,279,326,10,2012,15463
15465,2012-10-11,4,13,0,4,1,1,0.5,0.4848,0.31,0.1045,48,243,291,10,2012,15464
15466,2012-10-11,4,14,0,4,1,1,0.52,0.5,0.32,0.0896,78,270,348,10,2012,15465
