predicted,original,index
432.43,554,3259
9.75,16,13221
163.64,168,5006
133.34,56,6780
190.26,220,10603
732.18,801,10551
39.68,36,7870
269.75,133,13970
267.24,304,3116
-9.6,3,7667
310.81,281,14310
149.4,143,6776
105.24,66,841
117.72,86,9874
239.3,248,1520
230.26,323,7990
80.17,118,4400
242.22,237,13378
170.79,139,1377
73.73,61,9433
279.23,221,15954
-0.93,12,16857
379.25,301,15874
665.36,853,15061
341.56,626,14359
206.91,154,15877
69.21,30,7126
-1.17,4,9531
-2.46,5,5705
192.33,180,4887
338.58,95,13291
120.22,143,2784
301.64,378,13527
-10.05,6,2478
181.24,162,6383
116.94,142,8587
312.06,277,13951
413.91,495,15794
266.02,328,3825
793.41,776,11269
370.61,420,3806
195.53,52,7281
116.47,85,7782
87.98,105,5401
185.49,184,10168
82.53,26,3120
124.93,168,7230
225.06,151,14910
269.46,260,2709
367.1,284,4749
151.67,112,16204
395.01,404,14823
402.64,314,15369
310.53,389,5834
148.3,189,11261
243.87,254,13713
164.83,179,7341
25.62,29,16808
277.57,280,11743
187.73,195,5051
61.94,69,16975
152.45,108,9567
254.36,232,14766
-4.63,8,7621
87.98,90,8630
130.57,42,17093
451.78,585,11077
120.04,46,2172
227.88,255,3254
463.45,421,8925
11.44,10,15645
137.54,198,3089
164.2,143,4488
117.97,48,10134
168.67,128,7172
282.48,311,6233
177.05,160,7725
249.94,241,1989
118.38,143,5699
462.85,508,9561
182.51,164,1849
124.53,150,1380
157.2,76,5630
121.56,48,8645
516.74,270,13188
-5.92,6,4012
249.62,123,5839
341.7,420,3950
368.38,400,6292
24.1,34,4923
4.33,8,12574
356.09,363,3975
242.08,215,13278
302.59,316,12532
166.24,140,2845
195.78,183,8345
35.01,35,14689
78.61,193,16646
12.69,1,1388
40.31,41,14804
284.51,289,12103
85.88,125,1302
103.29,124,16763
293.72,275,14576
117.52,76,11306
38.47,19,8541
38.33,35,909
-7.57,1,1880
166.59,185,13249
135.04,151,14305
772.09,734,10383
176.61,313,2127
8.86,14,7762
212.08,227,6870
6.27,7,11397
102.81,78,1514
234.13,173,14363
-1.53,10,7093
207.61,237,6427
-5.85,4,16545
585.58,618,15852
811.4,646,12804
318.12,306,10851
144.74,105,14155
275.91,281,11025
33.98,12,6136
371.1,627,11595
18.46,22,8216
238.41,242,1354
110.22,90,9466
325.22,323,14768
154.0,165,6918
334.02,436,14481
157.02,151,12625
102.55,111,6400
298.82,300,12800
200.25,247,3599
177.59,220,10713
-11.47,1,3989
167.69,159,13075
298.99,408,10877
124.85,40,17231
261.33,114,7753
45.14,29,1133
174.5,171,4406
206.8,178,9951
-4.46,3,6516
68.37,31,11305
201.67,235,11079
102.18,138,16971
4.46,17,11589
134.94,65,2363
43.02,65,2764
142.48,138,9732
226.94,182,11405
453.37,436,13356
27.64,9,8906
-14.25,1,950
171.26,156,9111
38.22,36,638
236.09,215,2721
6.03,7,15743
288.36,308,4534
8.83,8,13631
18.17,13,8692
-11.42,3,1716
69.87,18,6280
102.68,118,3728
-5.98,18,504
72.51,78,1676
153.98,68,10843
659.39,673,12723
371.59,328,10097
272.96,324,8799
120.68,134,146
4.53,18,3485
323.13,289,14936
216.29,172,14573
475.74,331,1753
476.2,354,8700
215.96,281,17133
227.14,126,16487
431.11,460,12202
320.34,326,15463
246.4,248,12081
180.92,235,10457
148.75,172,12618
18.13,17,3507
248.03,222,6295
209.87,188,1545
299.6,274,14050
306.38,283,10404
72.94,33,17204
162.44,147,6502
24.31,21,14876
368.37,372,16034
3.09,11,16162
55.66,66,8143
-10.93,9,9486
7.16,8,14303
41.16,34,16494
79.88,67,9142
0.17,3,6974
335.5,356,14128
283.53,334,5973
200.46,142,12041
43.76,65,6465
59.2,44,1431
1.99,5,12430
192.06,196,2649
567.63,496,4364
162.38,112,9708
45.93,47,12936
27.36,28,14542
253.16,220,14032
130.1,98,11242
278.03,276,6746
577.07,559,5228
236.33,310,9329
43.21,58,2931
326.21,305,14290
137.35,120,7244
7.72,12,13582
99.38,107,6895
252.15,267,11910
180.4,306,9357
18.93,6,17218
20.06,21,662
278.38,233,9954
206.59,267,15940
270.81,196,13072
19.17,23,5730
284.35,291,2347
653.95,719,12603
248.1,276,16344
300.95,347,4881
411.62,582,12681
222.78,107,16213
45.1,10,3028
216.29,213,7101
350.19,385,8176
248.45,376,10949
317.36,274,4578
223.11,171,16097
198.53,167,3323
390.29,398,3092
23.38,30,11256
60.9,66,5140
556.93,531,12487
62.48,63,17139
-6.29,5,3246
497.56,523,13856
114.2,178,1839
316.52,328,15056
159.37,64,16515
553.92,545,4675
468.44,591,13328
6.74,19,11901
196.23,204,5561
180.25,169,6864
198.27,191,5223
391.12,353,2650
112.87,113,4548
9.39,27,13532
71.16,91,10180
413.27,251,11190
68.47,17,6304
147.47,152,14809
117.66,89,10661
477.09,684,10695
195.92,232,3566
234.45,257,16365
262.21,199,10740
160.31,201,16624
199.36,160,15497
178.03,191,13529
235.99,223,10806
220.91,269,4126
5.85,9,1479
456.5,626,10979
639.38,647,12321
31.64,18,17314
197.42,245,16509
149.59,122,9622
-1.88,5,10847
214.27,154,4799
40.66,10,12887
356.78,420,11607
258.16,272,15222
40.33,54,2256
210.34,202,8680
53.03,43,778
202.91,243,3863
117.44,117,3770
577.77,572,4891
350.49,355,17052
71.21,62,469
186.49,35,11851
292.56,314,3729
263.53,316,9237
139.33,97,1886
391.58,394,15979
61.61,16,15997
81.54,113,16955
300.77,466,12130
154.51,264,16189
210.02,186,13373
-12.8,1,2238
-2.25,6,5870
8.96,21,2667
95.93,128,1510
286.38,219,12946
214.56,161,12774
203.03,249,1535
190.37,133,17347
344.72,387,3783
126.42,136,248
-5.41,17,2790
74.32,12,1563
372.39,439,13326
152.25,169,2487
501.98,573,16272
166.61,178,5224
4.89,5,9464
151.29,221,6247
192.52,149,5770
140.85,47,15137
175.66,100,10507
378.29,465,5696
136.54,122,2222
149.3,173,8108
119.53,47,13346
18.55,29,4899
307.52,303,12416
40.4,59,2787
35.08,41,12240
125.74,107,11499
-2.06,5,6180
69.69,35,13174
121.51,22,2163
462.35,484,13595
153.34,112,7894
342.87,443,10471
6.47,22,8888
469.49,421,4939
41.35,34,1291
143.17,99,9349
56.33,81,544
47.07,36,15096
631.79,593,10373
555.97,495,8924
203.65,159,9333
31.5,61,9482
342.67,287,11823
180.26,140,9686
-12.97,1,434
24.75,21,1549
15.19,13,15572
447.05,370,13021
125.06,55,11474
728.43,604,10742
-4.36,5,2502
331.13,389,14983
95.13,57,1968
330.17,258,10454
469.75,355,5767
58.84,30,1315
817.33,901,15300
1.45,3,4685
297.61,231,5010
156.93,162,7677
103.75,30,11060
207.65,227,3419
158.45,144,12529
161.76,194,4536
296.17,274,14968
703.01,831,12541
186.15,189,6166
30.37,41,1526
395.13,321,13119
177.42,233,7506
6.99,16,11999
-0.42,14,4011
339.57,291,15464
54.5,27,13009
312.53,252,10960
215.66,235,6936
691.37,754,14451
204.43,181,14033
-2.74,1,9128
21.5,39,805
227.57,279,11934
256.51,192,9400
98.64,256,6480
232.83,224,16388
602.61,472,5539
44.56,41,405
386.5,463,10808
-5.52,4,7142
8.62,15,6420
104.41,69,15402
33.53,50,7328
-4.93,3,9076
186.2,213,16946
367.63,334,10253
174.12,155,5208
-6.42,2,9438
413.22,442,14509
43.59,13,11345
176.51,105,16755
219.52,141,16743
53.12,69,889
87.12,81,4201
400.97,455,4245
445.57,463,14508
70.02,70,128
19.85,41,1932
211.56,209,3855
87.37,88,1679
86.33,84,7591
74.74,39,13195
134.43,99,15246
91.46,105,4057
92.23,102,5659
69.13,39,11899
63.87,61,312
3.26,7,17217
9.17,1,11304
354.97,375,16797
56.36,78,9479
9.82,5,6060
60.88,11,10078
51.22,38,12792
119.35,88,8847
206.76,217,11213
50.48,64,723
86.87,137,7255
111.59,98,15887
42.1,30,8063
43.64,13,11782
105.45,100,8514
189.97,56,14201
182.43,176,7197
2.33,4,11903
316.92,388,5788
53.98,81,10823
255.57,276,3070
178.15,251,6342
208.52,352,16620
23.59,27,15764
139.54,226,7772
386.65,395,10860
-12.56,5,505
19.41,10,13008
602.96,660,11145
309.87,348,4582
126.33,145,2711
239.73,197,12222
627.03,613,12795
337.82,272,1094
501.34,507,15434
216.77,201,6862
90.53,63,8165
28.42,19,5523
567.18,543,5012
93.82,71,10005
445.84,711,15850
13.92,11,15335
146.21,162,3998
34.43,35,5776
1.62,4,11349
507.33,530,9250
32.07,37,12720
142.65,148,1370
280.24,251,15273
291.49,232,9201
553.65,724,16173
104.98,73,12115
30.01,35,2258
25.33,10,16476
107.6,78,4299
395.35,435,16007
332.49,332,8948
5.24,3,3532
224.9,235,1521
380.34,325,16582
228.28,247,8223
280.33,374,6437
110.8,65,15115
134.78,137,7684
340.96,431,16674
60.75,19,2174
136.77,172,16970
-1.35,1,5549
179.97,217,1777
221.86,270,2673
142.5,127,2844
122.52,118,3828
199.04,190,7924
298.9,351,11786
268.13,284,12608
49.0,44,2039
323.82,318,14770
34.98,27,486
233.79,195,9975
17.94,12,14924
206.15,220,3791
136.9,136,1869
235.51,168,2481
51.22,40,11493
13.38,20,6687
494.85,486,14894
9.88,2,1140
125.91,32,7041
63.46,55,8036
73.04,87,6592
277.98,274,4593
485.75,525,9905
172.91,190,1446
307.93,286,13783
43.5,49,195
55.42,46,11780
196.47,192,5367
-2.62,6,6085
213.27,142,15020
-0.71,3,7790
365.28,278,12083
229.1,217,14598
14.17,23,4039
124.32,144,6032
163.36,66,13579
491.34,692,15469
183.15,155,9570
128.36,157,4188
123.62,172,3072
20.29,3,975
13.65,13,3748
232.66,165,5445
398.21,470,15322
27.44,26,11856
574.24,625,6867
189.75,178,4576
8.75,5,9746
646.36,600,10095
8.45,18,9796
162.96,153,542
-17.33,1,1412
238.4,297,11224
179.84,216,1939
188.36,62,14622
-5.89,5,2622
513.74,576,15345
392.53,290,4453
48.03,64,7415
